name,address,location,tel,type,type_code,keyword,business_period,open_time,close_time,is_24h,night_ratio,night_service,pcode,citycode,adcode,gridcode,timestamp,night_service_inferred,night_prob
福田区第二人民医院(龙尾院区),梅亭路1号4栋(下梅林地铁站C口步行210米),"114.042684,22.566821",0755-83110237,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440304,3314608301,2026-05-21T20:18:19.621481,False,0.15
深圳口岸医院(仁和大厦西南),福田街道滨河大道3203号皇岗口岸生活区1号综合楼,"114.079928,22.528045",0755-83751723,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314603611,2026-05-21T20:18:20.204143,False,0.15
深圳柏龄中医医院,香蜜湖街道深南大道7028号时代科技大厦二层,"114.023814,22.537272",0755-83817775,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440304,3314604112,2026-05-21T20:18:20.844117,False,0.15
下沙社区健康服务中心,京基滨河时代3号楼1层(下沙地铁站B口步行460米),"114.028228,22.526865",0755-83868571;0755-83894769,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314603200,2026-05-21T20:18:21.428629,False,0.15
深圳市福田区新洲社区健康服务站,新南苑(石厦地铁站E口步行490米),"114.049322,22.523598",0755-23942940;0755-83306235,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314602322,2026-05-21T20:18:21.988439,False,0.15
福田区莲花二村社区健康服务中心,彩田路6006号莲花二村39栋1楼,"114.068271,22.550010",0755-83261262,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314606501,2026-05-21T20:18:22.606706,False,0.15
景田北社区医院,景田北五街与景田西路交界处,"114.035787,22.556616",0755-83999029,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440304,3314606222,2026-05-21T20:18:23.304893,False,0.15
中山大学附属第八医院海滨社区健康服务中心,滨河大道6017-1号(福民地铁站J2口步行330米),"114.065381,22.528091",[],医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314603510,2026-05-21T20:18:23.936712,False,0.02
水围社区健康服务站,水围六街水围村122栋首层,"114.062919,22.519862",0755-23975703,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314602510,2026-05-21T20:18:24.595781,False,0.15
广州中医药大学深圳医院综合楼,北环大道6001号广州中医药大学深圳医院,"114.041537,22.559306",[],医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440304,3314607300,2026-05-21T20:18:25.215673,False,0.02
深圳市第二人民医院(中西医结合分院),振华路2号,"114.095731,22.544877",0755-83216006,医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440304,3314605711,2026-05-21T20:18:26.589473,False,0.15
龙尾社康服务中心,梅亭路2-8号(下梅林地铁站C口步行190米),"114.043534,22.567152",0755-83112514,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314608301,2026-05-21T20:18:27.234938,False,0.15
深圳市福田区新沙社区健康服务站,新沙路41号,"114.043425,22.528825",0755-83405320;0755-83710553,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314603311,2026-05-21T20:18:27.867394,False,0.15
深圳市中医院福田院区综合楼,福华路1号深圳市中医院福田院区,"114.084878,22.537291",[],医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440304,3314604612,2026-05-21T20:18:28.453233,False,0.15
北京大学深圳医院综合楼,莲花路1120号北京大学深圳医院,"114.048591,22.557369",[],医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440304,3314606322,2026-05-21T20:18:28.994781,False,0.02
深圳市中医院福田院区门诊楼,福华路1号深圳市中医院内,"114.085607,22.537404",[],医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440304,3314604612,2026-05-21T20:18:29.568095,False,0.15
景狮社康中心,天健创业大厦背面二楼,"114.042675,22.549375",0755-83921555,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314605321,2026-05-21T20:18:30.183881,False,0.15
益田社区健康服务中心,益田村中心广场东侧康乐楼一、二楼,"114.051015,22.514482",0755-83805116,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314601420,2026-05-21T20:18:30.752753,False,0.15
福田区上沙社区健康服务站,上沙椰树路209号上沙农贸综合市场2层,"114.029636,22.527732",0755-82532660;0755-83868818,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314603201,2026-05-21T20:18:31.336746,False,0.15
深圳市中医院福田院区住院楼,福华路1号深圳市中医院内,"114.085843,22.536604",[],医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440304,3314604612,2026-05-21T20:18:31.935515,False,0.15
深圳市福田区下梅林社区健康服务中心,下梅林绿景虹湾G座1层(梅景地铁站A1口步行190米),"114.039179,22.561734",0755-83310103,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314607310,2026-05-21T20:18:32.490449,False,0.15
泰源社区健康服务站,泰然立城B座配套01层120-1、120-2,"114.027694,22.533125",18825215846,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314603220,2026-05-21T20:18:33.023148,False,0.15
福田区口岸社区健康服务中心,皇御苑·廊桥花园西门旁,"114.072643,22.523178",0755-83004843,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314602522,2026-05-21T20:18:33.591322,False,0.15
深圳博爱曙光医院,宝安北路2088号深业物流大厦(宝能中心南侧对面)22,"114.109679,22.562168",18682366857,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440303,3314607812,2026-05-21T20:18:34.259670,False,0.15
中山大学附属第八医院福田区赤尾社区健康服务站,滨河大道3001-13号(赤尾地铁站C口步行290米),"114.086697,22.532062",0755-82515297,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314603622,2026-05-21T20:18:34.911946,False,0.02
深圳市福田区沙嘴社区健康服务中心,沙嘴中心街47号尚悦府1栋2-3单元1-2层,"114.036343,22.518454",0755-83876292,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314602202,2026-05-21T20:18:35.509964,False,0.15
深圳边检总站医院,金湖路8号,"114.102483,22.573546",0755-82699000;0755-82699717,医疗保健服务;诊所;诊所|医疗保健服务;综合医院;综合医院,090300|090100,医院,,,,False,0.0,False,440000,755,440303,3314608820,2026-05-21T20:18:36.041116,False,0.15
熙园社区健康中心,香蜜湖熙园商业中心113号,"114.022752,22.550918",0755-82890310,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314606102,2026-05-21T20:18:36.640212,False,0.15
梅京社区健康服务站,颂德花园东北2门旁(梅景地铁站C口步行440米),"114.034598,22.561384",0755-23615024;0755-83237814,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314607212,2026-05-21T20:18:37.203961,False,0.15
深圳市福田区梅山社区健康服务中心,梅山街50号,"114.033534,22.565078",0755-83539499,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314607222,2026-05-21T20:18:37.768760,False,0.15
深圳市中医院一门诊,解放路3017号时珍大厦4楼,"114.112403,22.543821",0755-25586558,医疗保健服务;综合医院;综合医院|医疗保健服务;诊所;诊所,090100|090300,医院,,,,False,0.0,False,440000,755,440303,3314605802,2026-05-21T20:18:39.112446,False,0.15
深圳市福田区保税区社区健康服务中心,桃花路1号国际互联网金融创业中心1层,"114.061292,22.507237",0755-82494993;0755-83597981,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314600422,2026-05-21T20:18:39.690350,False,0.15
南天社区健康服务中心,百花二路南天大厦裙楼一楼,"114.094839,22.554244",0755-83270679;0755-83270748,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314606711,2026-05-21T20:18:40.252255,False,0.15
清水河街道社区健康服务中心,清水河街道泥岗社区坭岗西村3栋,"114.099893,22.566344",0755-25903923,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440303,3314607722,2026-05-21T20:18:40.869190,False,0.15
深圳市罗湖区人民医院,友谊路47号,"114.122198,22.537850",0755-82203083,医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440303,3314604912,2026-05-21T20:18:41.547288,False,0.15
农园社区健康服务中心,农轩路天御香山花园6号楼1-2层,"114.019650,22.538021",0755-23483250;0755-23487224,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314604111,2026-05-21T20:18:42.237295,False,0.15
深圳市中医院福田院区医技楼,福华路1号深圳市中医院福田院区,"114.085300,22.536699",[],医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440304,3314604612,2026-05-21T20:18:42.807954,False,0.15
香港大学深圳医院,海园一路1号,"113.996092,22.525518",0755-86913333,医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440304,3313673902,2026-05-21T20:18:43.434969,False,0.02
深圳市福田区滨河社区健康服务站,滨河大道3099号汇港名苑南区1座大堂,"114.083348,22.529691",0755-83954904,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314603612,2026-05-21T20:18:44.047096,False,0.15
园岭社区健康服务中心,园岭东路5号(红岭地铁站E口步行350米),"114.101968,22.552619",0755-25889528,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314606800,2026-05-21T20:18:44.734831,False,0.15
金碧社区健康服务中心,福荣路金域蓝湾裙楼68-19号,"114.024558,22.524112",0755-83406075,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314602122,2026-05-21T20:18:45.440412,False,0.15
深圳市福田区东园社区健康服务站,东园路42号(红岭南地铁站E口步行280米),"114.103476,22.538088",0755-82240458;0755-82242193,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314604810,2026-05-21T20:18:46.008332,False,0.15
福田区通新岭社区健康服务中心,上步路1010号(通新岭地铁站E1口步行50米),"114.096489,22.546972",0755-82094929,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314605712,2026-05-21T20:18:46.588543,False,0.15
中央援港应急医院,落马洲河套区,"114.084279,22.518943",[],医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440304,3314602602,2026-05-21T20:18:47.127768,False,0.15
罗湖区人民医院(春风院区),春风路2069号(原流花医院),"114.126124,22.539565",0755-82140332;0755-82140336,医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440303,3314614020,2026-05-21T20:18:47.726450,False,0.15
深圳市人民医院,东门北路1017号,"114.128030,22.557525",0755-25533018,医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440303,3314616020,2026-05-21T20:18:48.444528,False,0.15
深圳市希华爱康健医院,和平路火车站西座二层G区(通港停车场步行100米),"114.117346,22.530821",0755-82203186,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440303,3314603921,2026-05-21T20:18:49.045670,False,0.15
深圳华侨城医院,华侨城香山东街10号(侨城北地铁站B口步行160米),"113.990372,22.542019",0755-26600223;0755-26900737;0755-26925881,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440305,3313675900,2026-05-21T20:18:49.621371,False,0.15
深圳市福田区渔农社区健康服务站,福田口岸商业广场1层(4号线A出口10号线福田口岸出口),"114.072786,22.515779",[],医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314601522,2026-05-21T20:18:50.257442,False,0.15
罗湖医院集团翠竹街道社区健康服务中心,贝丽南路25号,"114.127040,22.562018",0755-82171452,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440303,3314617010,2026-05-21T20:18:50.868609,False,0.15
龙华区人民医院北站社区健康服务中心,龙悦居三期西北门西南50米,"114.030598,22.601336",0755-23735013,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440309,3314702201,2026-05-21T20:18:52.286596,False,0.15
深圳仁康医院,草埔吓屋村8号综合楼,"114.118150,22.584672",0755-25671995;0755-25679833,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440303,3314700901,2026-05-21T20:18:53.049932,False,0.15
翠华社区健康服务中心,东门北路2005-1号(翠竹地铁站C口步行190米),"114.130185,22.558248",0755-25400035;0755-25541589,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440303,3314616021,2026-05-21T20:18:53.590591,False,0.15
深圳市龙华区民治街道乾龙社区健康服务中心,潜龙鑫茂花园A6栋109-110号,"114.042543,22.609630",0755-29523779,医疗保健服务;综合医院;卫生院|医疗保健服务;诊所;诊所,090102|090300,医院,,,,False,0.0,False,440000,755,440309,3314703301,2026-05-21T20:18:54.225463,False,0.15
深圳市中医院金地海景社区健康服务中心,金地一路83号,"114.041635,22.516370",0755-23811165,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314601320,2026-05-21T20:18:54.819523,False,0.15
明泰社康服务中心,民治大道241号民泰大厦1楼105-106号,"114.042221,22.613822",0755-23737305;0755-89653663,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440309,3314703311,2026-05-21T20:18:55.407524,False,0.15
深圳边检总站医院办公区,清水河街道办事处金湖路2号,"114.103778,22.575252",[],医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440303,3314609800,2026-05-21T20:18:56.003034,False,0.15
深圳市中医院福田院区胸痛中心,福华路1号深圳市中医院福田院区,"114.086386,22.537248",[],医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440304,3314604612,2026-05-21T20:18:56.806640,False,0.15
深圳坂田医院五和社区健康服务中心,光雅园路1-19号(光雅园地铁站B口步行410米),"114.063300,22.619078",[],医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440307,3314704500,2026-05-21T20:18:57.581062,False,0.15
深圳大学总医院,桃源街道塘朗社区学苑大道1298号,"113.987481,22.594355",0755-21839999;0755-21839165,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440305,3313771910,2026-05-21T20:18:58.221687,False,0.02
罗湖区中医院康复分院,黄贝路2136号碧波社区健康服务中心二楼,"114.143944,22.560835",0755-25548588,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440303,3314617101,2026-05-21T20:18:58.885429,False,0.15
深圳市龙岗区第七人民医院龙岭院区,布吉街道吉华路175号(长龙地铁站B口步行450米),"114.115802,22.605508",0755-28740471,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440307,3314702910,2026-05-21T20:18:59.542358,False,0.15
凤凰社区健康服务中心,凤凰路113号,"114.135293,22.551692",0755-25660667,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440303,3314616002,2026-05-21T20:19:00.350220,False,0.15
深圳市新华医院,民治街道新区大道388号,"114.021894,22.619240",0755-83193333,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440309,3314704102,2026-05-21T20:19:01.091575,False,0.15
深圳沙河医院,沙河街32号(白石洲地铁站A口步行290米),"113.969237,22.541468",0755-86658535;0755-86658948,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440305,3313674721,2026-05-21T20:19:01.680988,False,0.15
深圳市龙岗区第二人民医院翠湖社区健康服务中心,吉华街道翠湖社区靓花路2号(八约一街14号)大靓综合商业楼1-3层,"114.106256,22.608831",0755-28250039;0755-28250381,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440307,3314703801,2026-05-21T20:19:02.270039,False,0.15
深圳罗岗医院,罗岗路76号(罗岗派出所旁),"114.125980,22.595784",0755-84706655;0755-89700570,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440307,3314711010,2026-05-21T20:19:02.887085,False,0.15
建设银行大厦社区健康服务站,鹏程一路8号深圳建行大厦,"114.052375,22.542075",[],医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440304,3314605400,2026-05-21T20:19:03.577821,False,0.02
深圳坂田医院,坂田街道杨美社区布龙路552号(坂田地铁站D口步行370米),"114.067169,22.627935",0755-89504000;0755-89504999,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440307,3314705511,2026-05-21T20:19:04.241836,False,0.15
深圳市龙岗区第二人民医院,布吉街道创作路3号,"114.133342,22.594228",0755-28870993,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440307,3314711002,2026-05-21T20:19:04.874565,False,0.15
碧波社康,黄贝路2136号,"114.143925,22.560825",0755-25411709,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440303,3314617101,2026-05-21T20:19:06.323634,False,0.15
深圳健安医院,民治街道沙吓工业区169号,"114.038086,22.628992",0755-89709546;18926055208,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440309,3314705310,2026-05-21T20:19:07.018023,False,0.15
阳光里社康服务中心,民治街道民兴街绿景公馆一八六六花园南区商铺首层,"114.030277,22.625052",0755-21087745,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440309,3314705201,2026-05-21T20:19:07.722067,False,0.15
罗湖医院春风路门岗,友谊路47号深圳市罗湖区人民医院,"114.122875,22.537625",[],医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440303,3314604912,2026-05-21T20:19:08.383345,False,0.15
深圳市人民医院网络医院延续服务部,翠竹路1015号(翠竹地铁站D口步行300米),"114.129435,22.557178",[],医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440303,3314616021,2026-05-21T20:19:08.991297,False,0.15
深圳健安医院妇科中心,龙华区沙吓工业区169号,"114.038074,22.628996",0755-89709546;18926055208,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440309,3314705310,2026-05-21T20:19:09.561780,False,0.15
深圳中海医院,布吉街道南三社区吉政路25号布吉中海医院整套23号,"114.126354,22.606645",18038168710,医疗保健服务;专科医院;整形美容|医疗保健服务;综合医院;三级甲等医院,090201|090101,医院,,,,False,0.0,False,440000,755,440307,3314712020,2026-05-21T20:19:10.173645,False,0.15
深圳市龙岗区第二人民医院长坑社区健康服务中心,坂田街道长坑路东4巷5号金城大厦(坂田北地铁站A口步行440米),"114.064339,22.632174",0755-89600196;0755-89600732,医疗保健服务;综合医院;卫生院,090102,医院,,,,False,0.0,False,440000,755,440307,3314705520,2026-05-21T20:19:10.855965,False,0.15
深圳仁合医院,上塘路10号深圳仁合医院一楼,"114.021870,22.634964",0755-21013333,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440309,3314706102,2026-05-21T20:19:11.518232,False,0.15
南方科技大学医院,西丽街道留仙大道6019号,"113.949435,22.579685",0755-25232188,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440305,3313679512,2026-05-21T20:19:12.121811,False,0.02
深圳市第三人民医院,南湾街道李朗社区布澜路29号,"114.128750,22.635393",0755-61222333,医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440307,3314716000,2026-05-21T20:19:12.767585,False,0.15
深圳市龙华区人民医院,龙华街道景龙建设路38号,"114.032620,22.655543",0755-27741585,医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440309,3314708221,2026-05-21T20:19:13.380063,False,0.15
深圳市龙岗区第四人民医院,南湾街道金健路2号,"114.145441,22.609882",0755-28700099,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440307,3314713101,2026-05-21T20:19:14.118484,False,0.15
深圳百合医院,龙岗大道布吉段2277号(大芬地铁站C口步行350米),"114.139265,22.616710",0755-28729191;0755-25981008;0755-28177681,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440307,3314713120,2026-05-21T20:19:14.839277,False,0.15
香港中文大学(深圳)医院,吉华路401号,"114.084116,22.639862",0755-88888989,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440307,3314706612,2026-05-21T20:19:15.463916,False,0.02
深圳市人民医院(坂田院区),坂澜大道,"114.077859,22.650424",0755-25566770,医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440307,3314708600,2026-05-21T20:19:16.084059,False,0.15
深圳市第二人民医院(建设中),梅岗路4-11号(黄木岗地铁站14号口步行120米),"114.083428,22.556593",0755-83366388,医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440304,3314606622,2026-05-21T20:19:16.688001,False,0.15
广东医学院教学医院(装修中),新沙路9号附近,"114.044392,22.529387",[],医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440304,3314603311,2026-05-21T20:19:17.295216,False,0.15
南方科技大学附属医院(建设中),桃源街道塘朗社区学苑大道北侧紧邻大沙河,"114.006293,22.597051",0755-86163017,医疗保健服务;综合医院;综合医院,090100,医院,,,,False,0.0,False,440000,755,440305,3314701011,2026-05-21T20:19:18.018304,False,0.02
罗湖中医院,莲塘仙桐路16号,"114.179176,22.566726",0755-82311522;0755-82311646,医疗保健服务;综合医院;三级甲等医院,090101,医院,,,,False,0.0,False,440000,755,440303,3314618401,2026-05-21T20:19:18.663584,False,0.15
丽苑诊所,民治大道榕苑商铺108号,"114.045470,22.607195",0755-28180038;13510928362,医疗保健服务;专科医院;妇科医院,090209,诊所,,,,False,0.0,False,440000,755,440309,3314702321,2026-05-21T20:19:20.604592,False,0.1
深圳永正诊所,登高邨西北门旁(晒布地铁站B口步行80米),"114.123864,22.550623",0755-82233686,医疗保健服务;专科医院;口腔医院,090202,诊所,,,,False,0.0,False,440000,755,440303,3314606902,2026-05-21T20:19:21.246912,False,0.1
深圳凤兰诊所,玉翠新村a区167栋,"114.030680,22.673644",18123793133,医疗保健服务;专科医院;妇科医院,090209,诊所,,,,False,0.0,False,440000,755,440309,3414000221,2026-05-21T20:19:21.937046,False,0.1
深圳祥喜诊所,固戍一路上围园新村(固戍地铁站A口步行290米),"113.849160,22.601748",0755-29593527,医疗保健服务;专科医院;专科医院|医疗保健服务;诊所;诊所,090200|090300,诊所,,,,False,0.0,False,440000,755,440306,3313762702,2026-05-21T20:19:22.524811,False,0.1
深圳雪梅诊所,教育北路24-1,"114.299920,22.776207",0755-84073012;18928452139,医疗保健服务;诊所;诊所|医疗保健服务;专科医院;专科医院,090300|090200,诊所,,,,False,0.0,False,440000,755,440307,3414123302,2026-05-21T20:19:23.148636,False,0.1
深圳吴敏诊所,和平路北一巷3-2,"113.792098,22.692801",[],医疗保健服务;诊所;诊所|医疗保健服务;专科医院;专科医院,090300|090200,诊所,,,,False,0.0,False,440000,755,440306,3413063301,2026-05-21T20:19:23.825783,False,0.1
深圳福嘉诊所,沙头街道下沙社区下沙村五坊公司楼3栋102号,"114.027626,22.525154",18129905617,医疗保健服务;诊所;诊所|医疗保健服务;专科医院;专科医院,090300|090200,诊所,,,,False,0.0,False,440000,755,440304,3314603200,2026-05-21T20:19:24.448208,False,0.1
深圳同乐诊所,大坑路与乐园路交叉口东南20米,"114.309231,22.708816",13715074886,医疗保健服务;专科医院;口腔医院|医疗保健服务;诊所;诊所,090202|090300,诊所,,,,False,0.0,False,440000,755,440307,3414025402,2026-05-21T20:19:24.999088,False,0.1
深圳跃云诊所,玉塘街道长圳旧村B区550号,"113.915847,22.718361",13760236736;13872188723,医疗保健服务;专科医院;口腔医院|医疗保健服务;诊所;诊所,090202|090300,诊所,,,,False,0.0,False,440000,755,440311,3413076300,2026-05-21T20:19:26.006800,False,0.1
深圳周代波诊所,宝石东路234-1栋,"113.955925,22.686775",[],医疗保健服务;专科医院;专科医院,090200,诊所,,,,False,0.0,False,440000,755,440306,3413072611,2026-05-21T20:19:26.731927,False,0.1
深圳张锦花西医内科诊所,南联社区鹏达路128号,"114.261130,22.714491",0755-84806190,医疗保健服务;诊所;诊所|医疗保健服务;专科医院;专科医院,090300|090200,诊所,,,,False,0.0,False,440000,755,440307,3414025022,2026-05-21T20:19:27.331128,False,0.1
深圳张进升西医内科诊所,四联路156号,"114.199911,22.650253",13410266161,医疗保健服务;诊所;诊所|医疗保健服务;专科医院;专科医院,090300|090200,诊所,,,,False,0.0,False,440000,755,440307,3314718502,2026-05-21T20:19:27.912993,False,0.1
