name,address,type,type_code,lng,lat,facility_type,business_period,open_time,close_time,is_24h,night_ratio,night_service,tel,adcode,pcode,citycode,source
深圳市南山区医疗集团总部西丽社区健康服务中心,西丽沙河西路3230号上沙河大厦,医疗保健服务;综合医院;卫生院,090102,113.954615,22.577516,hospital,,,,False,0.2,True,0755-26620097;0755-26703457,440305,440000,0755,amap
深圳市宝安中医院(集团)东院区,裕安二路25号深圳市宝安区中医院,医疗保健服务;综合医院;三级甲等医院,090101,113.899119,22.571781,hospital,,,,False,0.2,True,0755-27816853;0755-29629333,440306,440000,0755,amap
深圳招商力宝太子湾医院,望海路1006号太子湾医院,医疗保健服务;综合医院;综合医院,090100,113.909658,22.474378,hospital,,,,False,0.2,True,[],440305,440000,0755,amap
深圳市宝安中医院(集团)西院区门诊楼,裕安二路25号深圳市宝安中医院(集团),医疗保健服务;综合医院;三级甲等医院,090101,113.89871,22.571107,hospital,,,,False,0.2,True,[],440306,440000,0755,amap
宝安区中心医院-健康体检中心,宝民二路新城广场大厦2层,医疗保健服务;综合医院;综合医院,090100,113.88163,22.580408,hospital,,,,False,0.2,True,0755-27693051;4000017505,440306,440000,0755,amap
深圳五洲中医院体检中心,西乡街道固兴社区固兴路68号深圳五洲中医院,医疗保健服务;综合医院;综合医院,090100,113.852697,22.605152,hospital,,,,False,0.2,True,18938072250,440306,440000,0755,amap
深圳市宝安中医院(集团)西院区扁鹊楼,裕安二路25号深圳市宝安区中医院东院区扁鹊楼,医疗保健服务;综合医院;三级甲等医院,090101,113.898779,22.570933,hospital,,,,False,0.2,True,0755-29629333,440306,440000,0755,amap
深圳市宝安区人民医院大浪社区健康服务中心,创业二路266号(洪浪北地铁站B口步行80米),医疗保健服务;综合医院;卫生院,090102,113.911605,22.574985,hospital,,,,False,0.2,True,0755-27884372;0755-27884414,440306,440000,0755,amap
深圳市宝安中医院(集团)华佗楼,裕安二路25号深圳市宝安中医院(集团),医疗保健服务;综合医院;三级甲等医院,090101,113.899728,22.572215,hospital,,,,False,0.2,True,0755-29629333,440306,440000,0755,amap
香港大学深圳医院体检中心,海园一路1号香港大学深圳医院,医疗保健服务;综合医院;三级甲等医院,090101,113.996705,22.526372,hospital,,,,False,0.2,True,[],440304,440000,0755,amap
宝安区中医院(集团)凯旋社区健康服务中心,宝安大道金泓凯旋城一期4栋117号,医疗保健服务;综合医院;卫生院,090102,113.899325,22.549497,hospital,,,,False,0.2,True,0755-29113998;0755-29636868,440306,440000,0755,amap
深圳市宝安区中心医院固戍社区健康服务中心,固戍一路374号,医疗保健服务;综合医院;卫生院,090102,113.848369,22.596779,hospital,,,,False,0.2,True,0755-27488824,440306,440000,0755,amap
香港大学深圳医院科教管理楼,海园一路1号香港大学深圳医院,医疗保健服务;综合医院;三级甲等医院,090101,113.994722,22.526455,hospital,,,,False,0.2,True,[],440304,440000,0755,amap
深圳市宝安区中心医院流塘社区健康服务中心,西乡街道流塘社区建安路与宝汇路交界处流塘置地大厦裙楼配套01层18号房,医疗保健服务;综合医院;卫生院,090102,113.888104,22.57822,hospital,,,,False,0.2,True,0755-29370256,440306,440000,0755,amap
深圳市宝安区人民医院布心社区健康服务中心,[],医疗保健服务;综合医院;卫生院,090102,113.894335,22.586394,hospital,,,,False,0.2,True,0755-27829064,440306,440000,0755,amap
宝安区人民医院坪洲社区健康服务中心,海城路271号,医疗保健服务;综合医院;卫生院,090102,113.863638,22.561068,hospital,,,,False,0.2,True,0755-23056512,440306,440000,0755,amap
深圳恒生医院门诊楼,银田路20号深圳恒生医院内,医疗保健服务;综合医院;综合医院,090100,113.852812,22.576469,hospital,,,,False,0.2,True,0755-27791111,440306,440000,0755,amap
深圳南海中医医院,前海路雷圳碧榕湾海景花园东区商业1-3楼,医疗保健服务;综合医院;综合医院,090100,113.90535,22.510947,hospital,,,,False,0.2,True,0755-26920353,440305,440000,0755,amap
深圳市宝安人民医院体检中心,龙井二路118号,医疗保健服务;综合医院;三级甲等医院,090101,113.914676,22.561802,hospital,,,,False,0.2,True,13659404906,440306,440000,0755,amap
深圳市蛇口人民医院门诊部,工业七路36号深圳市蛇口人民医院内,医疗保健服务;综合医院;综合医院,090100,113.921663,22.496377,hospital,,,,False,0.2,True,[],440305,440000,0755,amap
深圳奥亚体检中心(保利分院),粤海街道海珠社区南海大道2706号保利大厦201.301,医疗保健服务;综合医院;综合医院,090100,113.927804,22.515439,hospital,,,,False,0.2,True,0755-36886645;15986677716,440305,440000,0755,amap
深圳市宝安区中心医院三围社区健康服务站,果园路20-1号,医疗保健服务;综合医院;卫生院,090102,113.846673,22.613124,hospital,,,,False,0.2,True,0755-27486907,440306,440000,0755,amap
马家龙社区健康服务中心,艺园路133号马家龙田厦集成电路与系统设计产学研大厦F1层,医疗保健服务;综合医院;卫生院|医疗保健服务;诊所;诊所,090102|090300,113.927639,22.549262,hospital,,,,False,0.2,True,0755-86223377,440305,440000,0755,amap
宝安中心医院臣田社区健康服务中心,臣田工业区宝民二路438号,医疗保健服务;综合医院;卫生院,090102,113.872796,22.593987,hospital,,,,False,0.2,True,0755-27936264,440306,440000,0755,amap
南山社区健康服务中心,南新路南山村内正巷8号兴南楼一、二层,医疗保健服务;综合医院;卫生院,090102,113.912987,22.513619,hospital,,,,False,0.2,True,0755-86251065,440305,440000,0755,amap
深圳市宝安区妇幼保健院,玉律路56号,医疗保健服务;专科医院;专科医院,090200,113.876734,22.561977,clinic,,,,False,0.05,True,0755-27812637;0755-27863999,440306,440000,0755,amap
中国医学科学院阜外医院深圳医院,朗山路12号,医疗保健服务;专科医院;专科医院,090200,113.947745,22.556935,clinic,,,,False,0.05,True,0755-82180028,440305,440000,0755,amap
深圳市福田区妇幼保健院(安托山院区),安托山一路88号,医疗保健服务;专科医院;专科医院,090200,114.003209,22.54692,clinic,,,,False,0.05,True,0755-66835110,440304,440000,0755,amap
深圳鹏爱医疗美容医院,南山大道1122号(南山地铁站C口步行230米),医疗保健服务;专科医院;整形美容,090201,113.923271,22.521494,clinic,,,,False,0.05,True,18682239726,440305,440000,0755,amap
深圳南油麦芽口腔门诊部(南山院区),南山大道1153号天源大厦,医疗保健服务;专科医院;口腔医院,090202,113.921871,22.521879,clinic,,,,False,0.05,True,13049325348,440305,440000,0755,amap
深圳普瑞眼科医院,南头街道大汪社区桃园路10号新桃园大厦(1-14层),医疗保健服务;专科医院;眼科医院,090203,113.925339,22.532997,clinic,,,,False,0.05,True,15338729709,440305,440000,0755,amap
深圳美中宜和妇产医院,南山街道南新路2059号1-6层整栋,医疗保健服务;专科医院;专科医院,090200,113.918759,22.526244,clinic,,,,False,0.05,True,0755-36886789,440305,440000,0755,amap
深圳宝中格伦菲尔口腔门诊部,新安街道海富社区46区洪福雅苑,医疗保健服务;专科医院;口腔医院,090202,113.893208,22.560102,clinic,,,,False,0.05,True,13008835269,440306,440000,0755,amap
深圳宝生妇产医院,新安街道上川社区35区黄金台小区10栋,医疗保健服务;专科医院;妇科医院,090209,113.895602,22.581012,clinic,,,,False,0.05,True,15818682729,440306,440000,0755,amap
深圳滨海爱尔眼科医院,粤海街道滨海社区滨海大道3368号广晟科创大厦1-12层,医疗保健服务;专科医院;眼科医院,090203,113.940163,22.522689,clinic,,,,False,0.05,True,4006609120,440305,440000,0755,amap
深圳同宝医院(妇科),西乡街道乐群社区南沙新村西一巷7-9-11-13-15-17号,医疗保健服务;专科医院;妇科医院|医疗保健服务;专科医院;整形美容,090209|090201,113.871617,22.575325,clinic,,,,False,0.05,True,13342985326,440306,440000,0755,amap
深圳新安麦芽口腔门诊部(宝安院区),新安街道前进一路90号二楼,医疗保健服务;专科医院;口腔医院,090202,113.904935,22.568786,clinic,,,,False,0.05,True,13049325348,440306,440000,0755,amap
深圳宝坪格伦菲尔口腔门诊部,西乡街道蚝业社区海城路235号海滨新村泰逸大厦F3-001-007,医疗保健服务;专科医院;口腔医院,090202,113.868125,22.564934,clinic,,,,False,0.05,True,13008835269,440306,440000,0755,amap
希玛眼科•港资医院(宝安总院),新安街道灵芝园社区创业二路南侧都市翠海华苑1栋1061-2层,医疗保健服务;专科医院;眼科医院,090203,113.905534,22.569345,clinic,,,,False,0.05,True,18100295954,440306,440000,0755,amap
深圳宝城口腔门诊部,西乡街道乐群社区南沙新村西一巷1-3-5号一层二层三层四层,医疗保健服务;专科医院;口腔医院,090202,113.87226,22.574808,clinic,,,,False,0.05,True,0755-22225661,440306,440000,0755,amap
深圳肤康皮肤病专科门诊部,南新路23号满维大厦,医疗保健服务;专科医院;专科医院,090200,113.916669,22.516008,clinic,,,,False,0.05,True,13163760913;18122053652,440305,440000,0755,amap
深圳明森口腔·国际种植·正畸诊疗中心,南山街道学府社区南山大道2006号南航公司办公楼3层,医疗保健服务;专科医院;口腔医院,090202,113.924116,22.524955,clinic,,,,False,0.05,True,18138819251,440305,440000,0755,amap
深圳四达格伦菲尔口腔门诊部,四达大厦一楼(南油地铁站F1口步行170米),医疗保健服务;专科医院;口腔医院,090202,113.925347,22.509953,clinic,,,,False,0.05,True,13008835269,440305,440000,0755,amap
深圳八大处医疗美容医院,粤海街道高新区社区高新南十道8号深圳湾科技生态园1栋裙楼31-1号复式铺,医疗保健服务;专科医院;整形美容,090201,113.953673,22.52748,clinic,,,,False,0.05,True,18681576963,440305,440000,0755,amap
深圳春天阳光医院,建安一路一巷1-9号天悦壹号玺苑205,医疗保健服务;专科医院;整形美容,090201,113.900567,22.568173,clinic,,,,False,0.05,True,[],440306,440000,0755,amap
深圳悦瞳眼科,粤海街道海珠社区海德一道88号中洲控股金融中心A栋16A,医疗保健服务;专科医院;眼科医院,090203,113.933406,22.517585,clinic,,,,False,0.05,True,13310865629,440305,440000,0755,amap
河山口腔连锁(宝安总店),西乡街道龙珠社区富成路2-4号西秦宾馆二楼(西乡大门旁),医疗保健服务;专科医院;口腔医院,090202,113.883657,22.576923,clinic,,,,False,0.05,True,0755-85254177,440306,440000,0755,amap
正夫口腔(中洲旗舰店),粤海街道海德一道88号中洲控股金融中心A座第5层,医疗保健服务;专科医院;口腔医院,090202,113.933319,22.517571,clinic,,,,False,0.05,True,13392184225,440305,440000,0755,amap
深圳联合丽格医疗美容门诊部,粤海街道华彩天成居商场三楼,医疗保健服务;专科医院;整形美容,090201,113.929847,22.518659,clinic,,,,False,0.05,True,0755-89891818,440305,440000,0755,amap
深圳市眼科医院门诊,泽田路18号深圳市眼科医院内,医疗保健服务;专科医院;眼科医院,090203,114.014367,22.546077,clinic,,,,False,0.05,True,0755-23959600,440304,440000,0755,amap
小珂丽格医疗美容(宝安店),Hop国际中心大厦25层2502室,医疗保健服务;专科医院;整形美容,090201,113.887556,22.550058,clinic,,,,False,0.05,True,18025357050,440306,440000,0755,amap
诺德齿科连锁(深圳总院),粤海街道大冲社区深南大道9676号大冲商务中心(一期)2栋3号楼302,医疗保健服务;专科医院;口腔医院,090202,113.953097,22.541198,clinic,,,,False,0.05,True,0755-22740385,440305,440000,0755,amap
河山口腔连锁(固戍店),西乡街道固兴社区万象新天商务楼A座,医疗保健服务;专科医院;口腔医院,090202,113.847846,22.601697,clinic,,,,False,0.05,True,0755-85254177,440306,440000,0755,amap
泰康拜博口腔(康乐店),粤海街道白石路3939号怡化金融科技大厦3层301,医疗保健服务;专科医院;口腔医院,090202,113.936001,22.524416,clinic,,,,False,0.05,True,0755-82349067,440305,440000,0755,amap
深圳爱尔西柚眼科,高新南一道6号TCL大厦F2层,医疗保健服务;专科医院;眼科医院,090203,113.952597,22.539002,clinic,,,,False,0.05,True,17727907108,440305,440000,0755,amap
深圳美加美医疗美容门诊部,西乡街道宝安大道3220号,医疗保健服务;专科医院;整形美容,090201,113.870908,22.575976,clinic,,,,False,0.05,True,18128836180,440306,440000,0755,amap
深圳悦嘉丽医疗美容诊所,蛇口街道深圳湾社区岸湾三街5号吉祥龙花园s250s251s252s253,医疗保健服务;专科医院;整形美容,090201,113.939715,22.49735,clinic,,,,False,0.05,True,19926823527,440305,440000,0755,amap
深圳市宝安区妇幼保健院门诊楼,玉林路宝安区妇幼保健院中心区新院,医疗保健服务;专科医院;专科医院,090200,113.876916,22.561756,clinic,,,,False,0.05,True,0755-27863999,440306,440000,0755,amap
深圳佳美口腔(宝安门诊),悦和路与新湖路交汇处天虹商场合正汇1层佳美口腔,医疗保健服务;专科医院;口腔医院,090202,113.862682,22.575954,clinic,,,,False,0.05,True,17724735837;18033411471;18927415433,440306,440000,0755,amap
小珂丽格医疗美容(南山店),蛇口街道中心路卓越维港名苑(北区)4-7栋裙楼138、139,医疗保健服务;专科医院;整形美容,090201,113.940784,22.498658,clinic,,,,False,0.05,True,13714986056,440305,440000,0755,amap
希玛爱康健口腔(南山旗舰店),招商街道沿山社区南海大道1123-5号,医疗保健服务;专科医院;口腔医院,090202,113.921142,22.500247,clinic,,,,False,0.05,True,0755-61302631,440305,440000,0755,amap
诺德齿科连锁(南山西丽分院),桃源街道平山社区丽山路2号平山村平康苑201-202,医疗保健服务;专科医院;口腔医院,090202,113.965557,22.583695,clinic,,,,False,0.05,True,0755-22740385,440305,440000,0755,amap
慈恩齿科(富诚门诊部),深南大道9680号大冲商务中心A栋31层3103(高新园地铁站B出口50米),医疗保健服务;专科医院;口腔医院,090202,113.951589,22.541034,clinic,,,,False,0.05,True,0755-26607945;19928734980,440305,440000,0755,amap
深圳倍生植发(深圳总院),粤海街道科技园文化广场三楼3A02,医疗保健服务;专科医院;整形美容,090201,113.943702,22.540892,clinic,,,,False,0.05,True,19925382158,440305,440000,0755,amap
正夫口腔(宝安旗舰店),西乡街道新湖路圣淘沙骏园11栋商场301-B,医疗保健服务;专科医院;口腔医院,090202,113.863825,22.574002,clinic,,,,False,0.05,True,13392184225,440306,440000,0755,amap
友睦口腔连锁(南山欢乐海岸店),沙河街道东方社区白石路东8号欢乐海岸购物中心L2-017-019,医疗保健服务;专科医院;口腔医院,090202,113.988865,22.525737,clinic,,,,False,0.05,True,18565774381,440305,440000,0755,amap
希玛爱康健口腔(南山书城店),南光社区南海大道2287号海典居2275-C及裙楼二楼2035-2044号,医疗保健服务;专科医院;口腔医院,090202,113.927579,22.517742,clinic,,,,False,0.05,True,0755-61302631,440305,440000,0755,amap
正夫口腔(世界之窗旗舰店),深南大道9030号沙河世纪假日广场A座201-207,医疗保健服务;专科医院;口腔医院,090202,113.973403,22.538273,clinic,,,,False,0.05,True,13392184225,440305,440000,0755,amap
安美聚光医疗美容(碧海湾院),西乡街道盐田社区宝安大道4009金港华庭A096,医疗保健服务;专科医院;整形美容,090201,113.86119,22.582051,clinic,,,,False,0.05,True,18123983422,440306,440000,0755,amap
希玛爱康健口腔(南山海岸城店),粤海街道海珠社区文心五路33号海岸大厦西座501-505,医疗保健服务;专科医院;口腔医院,090202,113.936584,22.518302,clinic,,,,False,0.05,True,0755-61302631,440305,440000,0755,amap
诺德齿科连锁(宝安新安分院),新安街道龙井社区前进一路53号御景台2栋滕皇阁-101,医疗保健服务;专科医院;口腔医院,090202,113.911731,22.560981,clinic,,,,False,0.05,True,0755-22740385,440306,440000,0755,amap
卫佳康口腔博士种植矫正(泰华店),西乡街道富华社区宝民二路128号12楼,医疗保健服务;专科医院;口腔医院,090202,113.881774,22.582254,clinic,,,,False,0.05,True,19926578539,440306,440000,0755,amap
深圳卓越阳光医疗美容诊所,蛇口街道深圳湾社区工业七路8号卓越维港花园北区142,医疗保健服务;专科医院;整形美容,090201,113.941017,22.49879,clinic,,,,False,0.05,True,13632987467,440305,440000,0755,amap
乐孚口腔连锁·种植矫正中心(裕安店),新安街裕安居二路125号-5,医疗保健服务;专科医院;口腔医院,090202,113.905909,22.577065,clinic,,,,False,0.05,True,19620726440,440306,440000,0755,amap
友睦口腔连锁(南山华润城门诊),铜鼓路39号大冲国际中心10楼,医疗保健服务;专科医院;口腔医院,090202,113.953571,22.542299,clinic,,,,False,0.05,True,18565774381,440305,440000,0755,amap
泰康拜博口腔(太古城店),蛇口街道深圳湾社区中心路2233号宝能·allcity购物中心北区三楼,医疗保健服务;专科医院;口腔医院,090202,113.939521,22.500819,clinic,,,,False,0.05,True,0755-82349067,440305,440000,0755,amap
深圳奥觅诊所,万商大厦东南门旁(南山书城地铁站C口步行470米),医疗保健服务;专科医院;整形美容|医疗保健服务;诊所;诊所,090201|090300,113.931125,22.52139,clinic,,,,False,0.05,True,0755-22672452,440305,440000,0755,amap
深圳花漾医疗美容旗舰店,南头街道桃园路港湾丽都105号铺(大新地铁站C1口20米),医疗保健服务;专科医院;整形美容,090201,113.913835,22.531882,clinic,,,,False,0.05,True,0755-86372076;15361422556,440305,440000,0755,amap
友睦口腔连锁(南山天利门诊店),海德三道199号天利中央商务广场A座19层,医疗保健服务;专科医院;口腔医院,090202,113.933858,22.518619,clinic,,,,False,0.05,True,18565774381,440305,440000,0755,amap
瑞尔齿科(欢乐海岸诊所),白石路2021号欢乐海岸蓝楹国际商务中心7层701-706单元,医疗保健服务;专科医院;口腔医院,090202,113.990125,22.526125,clinic,,,,False,0.05,True,0755-86526381,440305,440000,0755,amap
正夫口腔(桃源居旗舰店),西乡街道桃园社区桃源居二区6栋111-113,医疗保健服务;专科医院;口腔医院,090202,113.861009,22.61336,clinic,,,,False,0.05,True,13392184225,440306,440000,0755,amap
深圳蒳美迩医疗美容,粤海街道后海滨卓越维港名苑(南区)9-13栋裙楼1-04,医疗保健服务;专科医院;整形美容,090201,113.940956,22.495506,clinic,,,,False,0.05,True,0755-25551115;19129918127,440305,440000,0755,amap
深圳正康骨科医院,前进二路42号(流塘地铁站A口旁),医疗保健服务;专科医院;骨科医院,090206,113.889813,22.583802,clinic,,,,False,0.05,True,0755-61887120,440306,440000,0755,amap
深圳市宝安中医院(集团)景岳楼,裕安二路25号深圳市宝安中医院(集团),医疗保健服务;综合医院;三级甲等医院,090101,113.898627,22.571146,pharmacy,,,,False,0.3,True,[],440306,440000,0755,amap
南方医科大学深圳医院行政楼,新湖路13号(新安地铁站E口步行470米),医疗保健服务;综合医院;三级甲等医院,090101,113.897204,22.543565,pharmacy,,,,False,0.3,True,[],440306,440000,0755,amap
香港大学深圳医院国际医疗中心,沙头街道海园一路1号香港大学深圳医院,医疗保健服务;综合医院;三级甲等医院,090101,113.99498,22.524572,pharmacy,,,,False,0.3,True,[],440304,440000,0755,amap
深圳市南山区中医院大冲中医门诊部,粤海街道大冲新城花园一栋,医疗保健服务;综合医院;三级甲等医院,090101,113.952848,22.542489,pharmacy,,,,False,0.3,True,0755-26888650,440305,440000,0755,amap
深圳市南山区人民医院急诊,桃园路89号深圳市第六人民医院南山医院内,医疗保健服务;综合医院;三级甲等医院,090101,113.924122,22.529705,pharmacy,,,,False,0.3,True,0755-26553111;0755-26565339,440305,440000,0755,amap
深圳市宝安中医院(集团)东院区精诚楼,裕安二路25号深圳市宝安区中医院东院区,医疗保健服务;综合医院;三级甲等医院,090101,113.899699,22.572245,pharmacy,,,,False,0.3,True,[],440306,440000,0755,amap
深圳市南山区人民医院-行政综合楼,华中科技大学协和深圳医院科教行政楼B座,医疗保健服务;综合医院;三级甲等医院,090101,113.921144,22.531002,pharmacy,,,,False,0.3,True,13922807997,440305,440000,0755,amap
香港大学深圳医院门诊医技楼,海园一路1号(深圳湾公园地铁站D1口步行460米),医疗保健服务;综合医院;三级甲等医院,090101,113.99592,22.525756,pharmacy,,,,False,0.3,True,[],440304,440000,0755,amap
深圳市宝安人民医院外科楼,龙井二路118号深圳市宝安人民医院,医疗保健服务;综合医院;三级甲等医院,090101,113.913977,22.562251,pharmacy,,,,False,0.3,True,[],440306,440000,0755,amap
华中科技大学协和深圳医院住院部,桃园路89号第六人民医院内,医疗保健服务;综合医院;三级甲等医院,090101,113.923958,22.530846,pharmacy,,,,False,0.3,True,[],440305,440000,0755,amap
深圳市宝安中医院(集团)体检科,名中医馆2楼,医疗保健服务;综合医院;三级甲等医院,090101,113.89955,22.572476,pharmacy,,,,False,0.3,True,0755-27801088,440306,440000,0755,amap
深圳市宝安中医院(集团)时珍楼,裕安二路25号深圳市宝安中医院(集团),医疗保健服务;综合医院;三级甲等医院,090101,113.898438,22.571359,pharmacy,,,,False,0.3,True,[],440306,440000,0755,amap
南方医科大学深圳医院体检中心,新湖路13号(新安地铁站E口步行390米),医疗保健服务;综合医院;三级甲等医院,090101,113.896747,22.54429,pharmacy,,,,False,0.3,True,[],440306,440000,0755,amap
深圳市宝安中医院(集团)急诊科,裕安二路25号深圳市宝安中医院内,医疗保健服务;综合医院;三级甲等医院,090101,113.898719,22.570906,pharmacy,,,,False,0.3,True,[],440306,440000,0755,amap
深圳市宝安人民医院急诊楼,宝城龙井二路118号深圳市宝安人民医院内,医疗保健服务;综合医院;三级甲等医院,090101,113.914107,22.561648,pharmacy,,,,False,0.3,True,[],440306,440000,0755,amap
南方医科大学深圳医院健康管理中心,新湖路13号南方医科大学深圳医院,医疗保健服务;综合医院;三级甲等医院,090101,113.896375,22.543454,pharmacy,,,,False,0.3,True,0755-23329999,440306,440000,0755,amap
香港大学深圳医院住院部,海园一路1号香港大学深圳医院内,医疗保健服务;综合医院;三级甲等医院,090101,113.995075,22.524619,pharmacy,,,,False,0.3,True,[],440304,440000,0755,amap
南方医科大学深圳医院急诊部,新湖路13号南方医科大学深圳医院,医疗保健服务;综合医院;三级甲等医院,090101,113.896434,22.544606,pharmacy,,,,False,0.3,True,[],440306,440000,0755,amap
华中科技大学协和深圳医院体检科,南山区第六人民医院(南山医院)住院大楼1楼,医疗保健服务;综合医院;三级甲等医院,090101,113.923741,22.530865,pharmacy,,,,False,0.3,True,0755-26565336,440305,440000,0755,amap
香港大学深圳医院国际医疗中心住院部,海园一路1号香港大学深圳医院,医疗保健服务;综合医院;三级甲等医院,090101,113.995016,22.52459,pharmacy,,,,False,0.3,True,0755-86913388,440304,440000,0755,amap
国际医疗中心门诊部,海园一路1号香港大学深圳医院,医疗保健服务;综合医院;三级甲等医院,090101,113.99477,22.524246,pharmacy,,,,False,0.3,True,[],440304,440000,0755,amap
