统一地址编码,中心坐标,中心点坐标,常用地址,名称,主键,使用用途,更新时间,总层数,更新状态,lng,lat,usage_type,floor_count,building_density_500m,mean_floors_500m,hhi_diversity,morphology_type,occlusion_factor,sidewalk_width_proxy,SCR,BFD,EWW,EWW_proxy,SVI,WES,alpha_env,v_robust,alpha_robust,v_elderly,alpha_elderly,v_wheelchair,alpha_wheelchair,SAI,T_network_base,T_adjusted_robust,AI_star_robust,T_adjusted_elderly,AI_star_elderly,T_adjusted_wheelchair,AI_star_wheelchair,quadrant,illusion_level
4403050070120400011,113.92162347,22.51051471,建南路21号,南油A区22栋,fd02cfffa74d4d95920eceeb035368bf,1,2022,9,1,113.92162347,22.51051471,1,9,266,5.46067415730337,0.46196467898273236,Mixed-Use,0.0,6.06473594548552,0.5010983391101139,0.5120976435627999,3.5958952302919243,6.06473594548552,0.5419821782105202,6.114938001590835,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6114938001590835,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070120100024,113.92457443,22.51132681,兴南路54号6栋,南油B区16栋,fcd7af0e6f45402f81d72f116c9692ff,1,2022,6,1,113.92457443,22.51132681,1,6,415,6.2139423076923075,0.4448617788461539,Urban Village,0.0,5.586235837180026,0.6297441183966113,0.30134681378931144,2.430443175830698,5.586235837180026,0.37907399346050213,4.919774361478303,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.4919774361478303,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
44030500700808T0025,113.93728043,22.54699518,深圳市南山区粤海街道科技中三路6-2号,深圳市南山区粤海街道科技中三路6-2号,fcd2a3c4582a4277b111de60dd791564,4,2022,1,1,113.93728043,22.54699518,4,1,42,5.0,0.1552190373174689,Premium Residential,0.0,8.0,0.3181639201991617,0.6047022399489227,4.167420868812988,8.0,0.6512558634600996,6.26875908738999,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.626875908738999,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070060100074,113.92602978,22.51216647,后海村67号,后海村67号,fc36e21cfff9443f9e29074254ce7746,3,2022,9,1,113.92602978,22.51216647,3,9,443,6.806306306306307,0.4553404756107459,Urban Village,0.0,5.259884495779653,0.6571248388542994,0.2779337138901247,2.374723869809098,5.259884495779653,0.3878764548682929,4.926164129655483,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.49261641296554826,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070020200001,113.92441639,22.51747427,深圳市南山区创业路7-51号,中国建设银行南油支行,fab14d7060984fca8eb174bb3cb3e390,3,2022,2,1,113.92441639,22.51747427,3,2,159,9.2,0.26359374999999996,Mixed-Use,0.0,4.25531914893617,0.44264021154248434,0.46960135721690655,3.8381460166222037,4.25531914893617,0.5310574853533535,5.9628802587653045,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5962880258765304,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q1-True Accessibility,Significant
4403050070150100084,113.92671398,22.52978748,南海大道3688号,苏铁轩,f93e25cc784b4e8f8f8c6aca57429dd8,2,2022,6,1,113.92671398,22.52978748,2,6,177,6.252808988764045,0.35980305516980193,Mixed-Use,0.0,5.563586638015237,0.3826697149947633,0.5033588758761818,3.631937555198957,5.563586638015237,0.5014205175171534,5.679208341708399,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.5679208341708399,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q3-True Deprivation,Minor
4403050070060100124,113.92599701,22.51094056,后海村1号,后海村1号,f75e0d79da14425892e86acf259a3c17,2,2022,6,1,113.92599701,22.51094056,2,6,414,6.486746987951808,0.48452315285237335,Mixed-Use,0.0,5.431048584982823,0.5279381945121197,0.37244639776333444,2.728891131690581,5.431048584982823,0.493687213862872,5.207861962977052,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5207861962977052,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070050700001,113.92918454,22.52154637,海德三道199号,天利中央广场,f5a83b7a6c0848938f72a8b8e94cd60d,4,2022,33,1,113.92918454,22.52154637,4,33,67,14.970588235294118,0.19463667820069203,Premium Residential,0.0,3.3603842204016705,0.2757649132088777,0.651353141754494,4.404832382732861,3.3603842204016705,0.7150168479702504,6.3857112899533695,0.65,0.78,1.0,0.46799999999999997,0.6,0.31200000000000006,0.4,0.638571128995337,900,1384.6153846153845,53.84615384615383,2307.692307692308,156.41025641025647,3461.538461538461,284.6153846153845,Q1-True Accessibility,Severe
4403050070060100029,113.92648034,22.51317282,后海村136号,后海村136号,f43175e1d6114321928b3eb2d901e7cd,2,2022,4,1,113.92648034,22.51317282,2,4,416,7.2541966426858515,0.4592872464618234,Commercial Block,0.0,5.037372593431483,0.5811309030076964,0.35264780324609296,2.867572333172618,5.037372593431483,0.450735026633692,5.318714978638592,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5318714978638592,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070140400021,113.93030103,22.50977801,华明路1号,蔚蓝海岸一期10栋,f0f79e701065466e9b721104d4ca16c7,2,2022,13,1,113.93030103,22.50977801,2,13,246,8.064777327935223,0.5935681620744481,Mixed-Use,0.0,4.679138053516457,0.44755481847427847,0.45557527917524704,3.6469113766199315,4.679138053516457,0.5869512308165697,5.93482472538155,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.593482472538155,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q1-True Accessibility,Significant
4403050070160500005,113.92683282,22.52914586,桂庙新村28号,桂庙新村28号,e2e83ca010cd47ff8dad897e7a77c618,1,2022,4,1,113.92683282,22.52914586,1,4,180,6.397790055248619,0.35551417844388145,Mixed-Use,0.0,5.480696442089326,0.4174528189131695,0.577642990970257,3.7875067881345887,5.480696442089326,0.5533057827397678,6.170269242228805,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6170269242228805,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070150100111,113.92921165,22.53735446,南山区南海大道3688号,深大教工餐厅,e279067dcb9443d38d000386e3a4ab7c,8,2022,3,1,113.92921165,22.53735446,8,3,37,4.184210526315789,0.2617728531855955,Premium Residential,0.0,8.0,0.2790465765150585,0.5982933161397629,4.131507018717824,8.0,0.6371389597594992,6.1071509394135814,0.65,0.78,1.0,0.46799999999999997,0.6,0.31200000000000006,0.4,0.6107150939413581,900,1384.6153846153845,53.84615384615383,2307.692307692308,156.41025641025647,3461.538461538461,284.6153846153845,Q1-True Accessibility,Severe
4403050070051500005,113.93204739,22.51783676,创业路4号,观海台花园7栋,e02a1bc7037847babfbbb35f33cb2484,2,2022,11,1,113.93204739,22.51783676,2,11,60,13.344262295081966,0.3163128191346412,Premium Residential,0.0,3.997542494368216,0.3823590459638457,0.5465976525227791,4.194967413584722,3.997542494368216,0.602656488221754,6.218884245641992,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6218884245641992,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070080100038,113.94822922,22.55318677,青梧路2号,科苑学里4栋,de36126765b7428bb1b0ae7d43cc9b07,2,2022,15,1,113.94822922,22.55318677,2,15,66,7.492537313432836,0.6475829806192915,Premium Residential,0.0,5.605375303929515,0.31562870282971844,0.6408035512324302,4.51044264087617,5.605375303929515,0.6356322500187982,6.320159486607827,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6320159486607827,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070080300002,113.94629576,22.55239959,青梧路2号,科技园58区2栋,de249bf9119f4b61b547e803af474683,2,2022,7,1,113.94629576,22.55239959,2,7,80,5.1234567901234565,0.5217192501143118,Premium Residential,0.0,6.306569343065694,0.3068929142653702,0.5127645036562679,3.7830948466355343,6.306569343065694,0.7443548140119507,6.0557339091078894,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.605573390910789,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070060100126,113.92631972,22.51103326,后海村7号,后海村7号,ddcd6a7e643d4df5bfff5e9e03422559,2,2022,7,1,113.92631972,22.51103326,2,7,406,6.759213759213759,0.4825081950389075,Mixed-Use,0.0,5.284427493305202,0.48906304724623073,0.4198079226169741,3.2175906616433334,5.284427493305202,0.4819107390609404,5.4915245899300915,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5491524589930091,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070020400008,113.92707229,22.51697685,后海大道2491号,荣泰综合楼,ddace182685542afa2b84b510c3d14be,4,2022,3,1,113.92707229,22.51697685,4,3,220,8.877828054298643,0.2901865236174526,Mixed-Use,0.0,4.367588932806323,0.4674660490548627,0.5331953124681577,3.2152607084667353,4.367588932806323,0.4683301285370899,5.681584628200872,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.5681584628200872,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q3-True Deprivation,Minor
4403050070060100148,113.92664331,22.51191295,后海村56号B,后海村56号B,dbbbac00793e4c0e8b1e45a19e7c8f94,2,2022,7,1,113.92664331,22.51191295,2,7,404,6.948148148148148,0.4864929126657522,Mixed-Use,0.0,5.187319884726225,0.5242341953545079,0.41092829413272536,2.8630793645017736,5.187319884726225,0.49397436788899596,5.377396659986937,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5377396659986937,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070060100087,113.92599907,22.51200969,后海村52号B,后海村52号B,dbaa4336b6754d2e9d120bc4de55a294,2,2022,6,1,113.92599907,22.51200969,2,6,438,6.769931662870159,0.46737511739768883,Urban Village,0.0,5.278821584247708,0.6196300774998518,0.298315916231193,2.7403833695276956,5.278821584247708,0.3816599971865163,5.08073962340538,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.508073962340538,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070060200017,113.92702362,22.510302,后海第三统建楼,后海第三统建楼,db8eecc67fb84b79bbdbfe79ca9d57c2,3,2022,8,1,113.92702362,22.510302,3,8,364,6.802739726027397,0.4815087258397448,Mixed-Use,0.0,5.2617352914677005,0.5133483895999355,0.3215631103691737,3.0740679776886295,5.2617352914677005,0.4844525534496548,5.2341505376774435,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5234150537677443,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070060100030,113.92663866,22.51318052,后海村131号,后海村131,d160928fe2834a09a03f7345679dcb9e,1,2022,7,1,113.92663866,22.51318052,1,7,415,7.377403846153846,0.46167714497041423,Urban Village,0.0,4.979426946958928,0.6979369016686869,0.3352031921416354,2.2765030978911756,4.979426946958928,0.377116660793906,5.108866443129946,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5108866443129946,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070120400024,113.92146557,22.51015371,南山区建南路15号,建南路15号垃圾房,cfc5ab672f4141e68585fe997e71c836,8,2022,1,1,113.92146557,22.51015371,8,1,209,5.442857142857143,0.4315646258503401,Mixed-Use,0.0,6.077048290830169,0.4166373094691047,0.5085084684671799,3.5800648221720337,6.077048290830169,0.5207803621330797,5.800284337698944,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.5800284337698944,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070060100149,113.92669941,22.51190651,后海村56号C,后海村56号C,ce9211ed6c54484ca0dbda594f7a3297,2,2022,11,1,113.92669941,22.51190651,2,11,402,6.942928039702233,0.4845852138736153,Mixed-Use,0.0,5.189954925949775,0.47964212304838905,0.3496562064456262,2.966618626838786,5.189954925949775,0.47620104518249634,5.1196056173984665,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5119605617398466,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070090100016,113.92288921,22.51444584,登良路48号 龙城花园15栋,龙城花园15栋,cc309c636f9c47caa61248908aef236a,2,2022,7,1,113.92288921,22.51444584,2,7,359,6.6305555555555555,0.391466049382716,Mixed-Use,0.0,5.352662391971006,0.449349371451302,0.5218359947672906,2.918615236034589,5.352662391971006,0.4192272342188164,5.315227092231384,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.5315227092231384,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q3-True Deprivation,Minor
4403050070150100145,113.93427825,22.53696448,2#宿舍,2#宿舍,cb163a7ba61949358e21132e7569eaa0,2,2022,10,1,113.93427825,22.53696448,2,10,43,8.522727272727273,0.21590909090909094,Premium Residential,0.0,6.738857313790009,0.34601522276704477,0.5708778269223597,4.463371418263612,6.738857313790009,0.627474264981887,6.220188765570808,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6220188765570808,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070051500001,113.93187938,22.51820534,创业路4号,观海台花园A栋,c4c48bd88e584005b5e1846d0a7e5e7f,2,2022,18,1,113.93187938,22.51820534,2,18,62,13.507936507936508,0.31065759637188206,Premium Residential,0.0,3.8641787182657192,0.3783883263005269,0.5401953770648634,4.98015773130615,3.8641787182657192,0.6615902626468672,6.308833946857474,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6308833946857474,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070060100017,113.9264193,22.5137319,后海村149号,后海村149号,c23e75e2714445c0b70d50afc0f25f65,2,2022,4,1,113.9264193,22.5137319,2,4,401,7.380597014925373,0.4317096111482389,Mixed-Use,0.0,4.977942883677734,0.4992030203020531,0.3181199817534839,3.273286337365852,4.977942883677734,0.5333120942020481,5.405337164547622,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5405337164547622,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070160300003,113.92828893,22.52975195,桂庙新村103号,桂庙新村103号,be077ca7b5e0456fb8b804e7a1fbdc60,2,2022,7,1,113.92828893,22.52975195,2,7,183,6.413043478260869,0.3580458412098299,Mixed-Use,0.0,5.4721189591078065,0.3857497121938133,0.5008285584722129,3.6944831224448773,5.4721189591078065,0.5951103054402447,5.90859309517051,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.590859309517051,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070030600003,113.9507424,22.54487145,科润路19号,华润城华润置地大厦7栋D座,bd73a2bc74824d9f96aa5b5a3bf95d7e,4,2022,2,1,113.9507424,22.54487145,4,2,27,20.785714285714285,0.21683673469387751,Premium Residential,0.0,5.289256198347107,0.2683303297790029,0.6556406136213785,4.507119731045664,5.289256198347107,0.783048034685169,6.510188592760793,0.65,0.78,1.0,0.46799999999999997,0.6,0.31200000000000006,0.4,0.6510188592760793,900,1384.6153846153845,53.84615384615383,2307.692307692308,156.41025641025647,3461.538461538461,284.6153846153845,Q1-True Accessibility,Severe
4403050070070200015,113.92607064,22.50838992,兴南路52号,南海花园A09栋,bd492fac2ba34930a13364d57c621e8c,2,2022,2,1,113.92607064,22.50838992,2,2,318,6.407523510971787,0.4972337142913298,Mixed-Use,0.0,5.475219909890582,0.5080591282509992,0.46531396422301,3.452120469295439,5.475219909890582,0.5849465264465644,6.014930641513301,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.6014930641513301,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q1-True Accessibility,Significant
4403050070070200003,113.92487509,22.50845817,兴南路52号,南海花园海丰阁,bbcbb511e1a1493f99c681c91cd335f5,2,2022,3,1,113.92487509,22.50845817,2,3,307,6.077922077922078,0.45462978579861696,Mixed-Use,0.0,5.666973321067157,0.5087996679310764,0.43098180449682716,3.4285554041483177,5.666973321067157,0.43532113262459415,5.617342907877184,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5617342907877184,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070110400010,113.92792004,22.50984126,后海大道2008号城脉地产深圳湾公馆,城脉地产深圳湾公馆,bb7aa06802e6479c9267761015db7a99,3,2022,54,1,113.92792004,22.50984126,3,54,342,7.072886297376093,0.4925923722258583,Mixed-Use,0.0,5.125140082181547,0.5111799938870815,0.3926288963425058,2.8934825974007956,5.125140082181547,0.542285187024762,5.40810921994253,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.540810921994253,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070160200043,113.93665436,22.53573831,白石路3818号,阳光粤海花园二期3栋,bb0f7c3562864d1bb1ce2663a9e42c74,4,2022,39,1,113.93665436,22.53573831,4,39,37,10.473684210526315,0.2077562326869806,Premium Residential,0.0,6.522030625653678,0.27981756837082083,0.6767175213677677,4.556101665318609,6.522030625653678,0.7358639325422309,6.502974373616343,0.65,0.78,1.0,0.46799999999999997,0.6,0.31200000000000006,0.4,0.6502974373616344,900,1384.6153846153845,53.84615384615383,2307.692307692308,156.41025641025647,3461.538461538461,284.6153846153845,Q1-True Accessibility,Severe
4403050070020100005,113.9229815,22.51640961,龙城路108号,粤海小区C座,ba05969145284d09a32987dd6a559cfb,3,2022,8,1,113.9229815,22.51640961,3,8,166,8.341317365269461,0.31241708200365736,Mixed-Use,0.0,4.568302273892973,0.4333498748034015,0.4617359338173893,3.6228981130131066,4.568302273892973,0.5895671170655906,5.897835013718051,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5897835013718051,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q1-True Accessibility,Significant
4403050070051500004,113.932215,22.51726695,创业路4号,观海台花园5、3、1栋,b9f30737738940228c2ad9334a130d8a,2,2022,9,1,113.932215,22.51726695,2,9,62,13.365079365079366,0.33837238599143354,Premium Residential,0.0,3.89542635209553,0.32777400212151875,0.5636678848517293,4.853865785740103,3.89542635209553,0.5853101125521388,6.063111943598157,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6063111943598157,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070120100008,113.92572578,22.51399258,后海工业区13栋,后海工业区13栋,b897935b846742a5a4f2741ffb59279a,5,2022,4,1,113.92572578,22.51399258,5,4,396,7.020151133501259,0.42937268810791257,Mixed-Use,0.0,5.151244830102993,0.5140654914354021,0.4808225330470067,2.947049405086033,5.151244830102993,0.4786357336394833,5.543430152381461,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5543430152381461,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070060100010,113.92572459,22.51142992,后海工业区S3栋,后海工业区S3栋,b6efb64f912e4c2bafd19c7a3dfb6dc4,1,2022,7,1,113.92572459,22.51142992,1,7,430,6.767981438515081,0.46893050748004145,Urban Village,0.0,5.279840747262845,0.6397339552801093,0.3100649450008515,2.703670085852457,5.279840747262845,0.36289944908153826,5.109956930163319,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.510995693016332,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070150100068,113.9285497,22.53093201,南海大道3688号,襟山楼,b4e62b90b46943fc92880ba9861e6d24,2,2022,6,1,113.9285497,22.53093201,2,6,186,6.101604278074866,0.3372987503217136,Mixed-Use,0.0,5.6527489136595515,0.43999891243218103,0.5218441802217115,3.2086208910301144,5.6527489136595515,0.5896380799295773,5.809271404603797,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.5809271404603797,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
