name,address,type,type_code,lng,lat,facility_type,business_period,open_time,close_time,is_24h,night_ratio,night_service,tel,adcode,pcode,citycode,source
深圳前海泰康医院,南山街道梦海大道3099号前海泰康医院201,医疗保健服务;综合医院;综合医院,090100,113.892325,22.514673,hospital,,,,False,0.2,True,13265679607;4000195522,440305,440000,0755,amap
深圳市南山区中医院西丽社区健康服务中心,西丽街道创研路79号中兴人才公寓三期半地下1-2层,医疗保健服务;综合医院;卫生院,090102,113.933748,22.57636,hospital,,,,False,0.2,True,0755-26418526,440305,440000,0755,amap
深圳市南山区医疗集团总部星海名城社区健康服务中心,星海名城4组团25-28号铺,医疗保健服务;综合医院;卫生院,090102,113.912035,22.535433,hospital,,,,False,0.2,True,0755-26495840,440305,440000,0755,amap
深圳市南山区兰园社康,蛇口金竹园商业楼2栋,医疗保健服务;综合医院;卫生院,090102,113.926898,22.499823,hospital,,,,False,0.2,True,0755-26820840,440305,440000,0755,amap
友鑫医院,松学路2号,医疗保健服务;综合医院;综合医院,090100,113.951263,22.558538,hospital,,,,False,0.2,True,19129395197,440305,440000,0755,amap
广东省痛风防治医学研究院仁济医院,南新路2118号,医疗保健服务;综合医院;综合医院,090100,113.91947,22.529855,hospital,,,,False,0.2,True,13714607160,440305,440000,0755,amap
深圳南海中医医院,前海路雷圳碧榕湾海景花园东区商业1-3楼,医疗保健服务;综合医院;综合医院,090100,113.90535,22.510947,hospital,,,,False,0.2,True,0755-26920353,440305,440000,0755,amap
深圳招商力宝太子湾医院,望海路1006号太子湾医院,医疗保健服务;综合医院;综合医院,090100,113.909658,22.474378,hospital,,,,False,0.2,True,[],440305,440000,0755,amap
南山区医疗集团总部文竹园社康服务中心,荔园路102号,医疗保健服务;综合医院;卫生院,090102,113.931853,22.497643,hospital,,,,False,0.2,True,0755-26820731,440305,440000,0755,amap
深圳市南山区医疗集团总部留仙社区健康服务中心(装修中),同乐路留仙洞村188号留仙洞大厦二楼,医疗保健服务;综合医院;卫生院,090102,113.930766,22.586521,hospital,,,,False,0.2,True,0755-26987448,440305,440000,0755,amap
深圳市南山区龙正波西医内科诊所,登良路14-12号(南油地铁站B口步行170米),医疗保健服务;专科医院;专科医院|医疗保健服务;诊所;诊所,090200|090300,113.928574,22.510217,clinic,,,,False,0.05,True,[],440305,440000,0755,amap
深圳大新惠仁诊所,南头街办大新村13-1(大新地铁站D口步行130米),医疗保健服务;专科医院;口腔医院,090202,113.915923,22.531406,clinic,,,,False,0.05,True,13682567757,440305,440000,0755,amap
深圳龙光门诊部,龙珠五路桃源派出所西侧,医疗保健服务;专科医院;口腔医院|医疗保健服务;诊所;诊所,090202|090300,113.975655,22.559513,clinic,,,,False,0.05,True,0755-26769555;0755-36963818;18923847825,440305,440000,0755,amap
深圳心一康中广和中医内科诊所,公园路与工业八路交叉口南80米,医疗保健服务;专科医院;专科医院,090200,113.924859,22.49852,clinic,,,,False,0.05,True,[],440305,440000,0755,amap
张雯琴西医妇科诊所,关口路46-6号,医疗保健服务;专科医院;妇科医院,090209,113.919047,22.537713,clinic,,,,False,0.05,True,[],440305,440000,0755,amap
深圳地衍眼科诊所,蛇口新街澳城花园南门1层商铺A106号,医疗保健服务;专科医院;眼科医院,090203,113.938302,22.48712,clinic,,,,False,0.05,True,19926432725,440305,440000,0755,amap
向丽西医妇科诊所,文光村46-4号,医疗保健服务;专科医院;妇科医院,090209,113.951029,22.570835,clinic,,,,False,0.05,True,0755-26623000;13590103000,440305,440000,0755,amap
深圳市南山区妇幼保健院门诊部,湾厦路1号深圳市南山区妇幼保健院内,医疗保健服务;专科医院;专科医院,090200,113.930622,22.486819,clinic,,,,False,0.05,True,[],440305,440000,0755,amap
深圳桃园爱尔眼科诊所(暂停营业),金岸商业广场东南门旁(大新地铁站D口步行300米),医疗保健服务;专科医院;眼科医院,090203,113.918255,22.532758,clinic,,,,False,0.05,True,4006609120,440305,440000,0755,amap
深圳粤海袋鼠眼科诊所,海德三道天利中央广场A座2002,医疗保健服务;专科医院;眼科医院,090203,113.933875,22.518575,clinic,,,,False,0.05,True,18617142978,440305,440000,0755,amap
深圳爱尔蛇口眼科诊所,花果路89号花果山大厦A座A101,医疗保健服务;专科医院;眼科医院,090203,113.925312,22.493376,clinic,,,,False,0.05,True,4006609120,440305,440000,0755,amap
深圳瞳悦明恒裕眼科诊所,蛇口街道深圳湾社区中心路2001号恒裕滨城二期商铺-147,医疗保健服务;专科医院;眼科医院,090203,113.940025,22.493975,clinic,,,,False,0.05,True,13410555556,440305,440000,0755,amap
深圳今喜荟综合门诊,粤海街道高新区社区高新南四道13号丽雅查尔顿酒店L203,医疗保健服务;专科医院;整形美容,090201,113.948691,22.535926,clinic,,,,False,0.05,True,0755-83884943,440305,440000,0755,amap
深圳千百合综合门诊部,兰芷一路与芳芷四路交叉口东南60米,医疗保健服务;专科医院;整形美容,090201,113.942954,22.518867,clinic,,,,False,0.05,True,[],440305,440000,0755,amap
深圳友华普惠眼科门诊部,笋岗街道田心社区梅园路128号招商开元中心03地块B座3层3B07,医疗保健服务;专科医院;眼科医院,090203,114.105328,22.563404,clinic,,,,False,0.05,True,18033436433,440303,440000,0755,amap
蛇口瞳玺眼科诊所,蛇口街道南水社区蛇口招商南路2栋109、107,医疗保健服务;专科医院;眼科医院,090203,113.924348,22.49005,clinic,,,,False,0.05,True,13380387617,440305,440000,0755,amap
深圳瑞敏皮肤名医诊疗中心,沙河街道东方社区白石路东8号欢乐海岸购物中心蓝楹国际商务中心4-10至4-13,医疗保健服务;专科医院;专科医院,090200,113.9914,22.526271,clinic,,,,False,0.05,True,17722595736,440305,440000,0755,amap
爱齿汇口腔湾厦店,万科蛇口公馆032号(东角头地铁站D口步行170米),医疗保健服务;专科医院;口腔医院,090202,113.931616,22.487171,clinic,,,,False,0.05,True,0755-26685736,440305,440000,0755,amap
深圳悦瞳眼科,粤海街道海珠社区海德一道88号中洲控股金融中心A栋16A,医疗保健服务;专科医院;眼科医院,090203,113.933406,22.517585,clinic,,,,False,0.05,True,13310865629,440305,440000,0755,amap
朱其广中医推拿脊椎病整复专科,南山大道1086号南园枫叶公寓2层,医疗保健服务;诊所;诊所|医疗保健服务;专科医院;专科医院,090300|090200,113.920715,22.516264,clinic,,,,False,0.05,True,0755-26914951,440305,440000,0755,amap
深圳爱尔西柚眼科,高新南一道6号TCL大厦F2层,医疗保健服务;专科医院;眼科医院,090203,113.952597,22.539002,clinic,,,,False,0.05,True,17727907108,440305,440000,0755,amap
深圳市南山区中医院大冲中医门诊部,粤海街道大冲新城花园一栋,医疗保健服务;综合医院;三级甲等医院,090101,113.952848,22.542489,pharmacy,,,,False,0.3,True,0755-26888650,440305,440000,0755,amap
茂业百货(南山店),海德二道288号,购物服务;商场;购物中心,060101,113.930332,22.51973,supermarket,,,,False,0.1,True,0755-26059999,440305,440000,0755,amap
卓悦INTOWN(后海店),兰芷一路与芳芷四路交叉口东南60米,购物服务;商场;购物中心|购物服务;商场;普通商场,060101|060102,113.94298,22.518942,supermarket,,,,False,0.1,True,0755-22672207,440305,440000,0755,amap
宝能·all city购物中心(南山店),蛇口街道深圳湾社区中心路2233号,购物服务;商场;购物中心,060101,113.939008,22.499768,supermarket,,,,False,0.1,True,13878338196,440305,440000,0755,amap
益田假日里购物中心(西丽店),桃源街道平山社区留仙大道4168号众冠时代广场(大学城地铁站D出口),购物服务;商场;购物中心|商务住宅;住宅区;住宅小区,060101|120302,113.963944,22.582777,supermarket,,,,False,0.1,True,0755-86728976,440305,440000,0755,amap
海雅缤纷广场,南海大道2746号(南山书城地铁站A口旁),购物服务;商场;购物中心,060101,113.929171,22.518621,supermarket,,,,False,0.1,True,0755-26054202,440305,440000,0755,amap
天虹商场(深圳南山常兴店),桃园路86号(桃园地铁站B口步行190米),购物服务;商场;购物中心|购物服务;商场;普通商场,060101|060102,113.921918,22.53307,supermarket,,,,False,0.1,True,0755-86052000;0755-86052020,440305,440000,0755,amap
深圳湾万象城,科苑南路2888号,购物服务;商场;购物中心,060101,113.9444,22.515475,supermarket,,,,False,0.1,True,0755-86655666,440305,440000,0755,amap
深圳万象天地,粤海街道大冲社区深南大道9668号,购物服务;商场;购物中心,060101,113.95596,22.541865,supermarket,,,,False,0.1,True,0755-86680088;0755-86959451,440305,440000,0755,amap
欢乐颂购物中心,南头街道田厦社区南新路3030号,购物服务;商场;购物中心,060101,113.920039,22.535095,supermarket,,,,False,0.1,True,0755-86646752,440305,440000,0755,amap
悦方广场,西丽街道留仙大道2188号,购物服务;商场;购物中心,060101,113.945205,22.58128,supermarket,,,,False,0.1,True,0755-86549297;13823752313;15581113707,440305,440000,0755,amap
南山海岸城购物中心,粤海街道海珠社区文心五路33号,购物服务;商场;购物中心,060101,113.935647,22.516961,supermarket,,,,False,0.1,True,0755-86125888,440305,440000,0755,amap
欧洲城(欧源路店),北环大道8188号,购物服务;商场;购物中心,060101,113.965459,22.55721,supermarket,,,,False,0.1,True,13823396836,440305,440000,0755,amap
京基百纳广场(南山店),沙河街道深圳湾二路与白石路交汇处御景东方花园裙楼123,购物服务;商场;购物中心,060101,113.969345,22.530691,supermarket,,,,False,0.1,True,0755-86108799,440305,440000,0755,amap
益田假日广场(深圳华侨城店),沙河街道华夏街社区深南大道9028号,购物服务;商场;购物中心,060101,113.975103,22.537436,supermarket,,,,False,0.1,True,0755-86298000,440305,440000,0755,amap
泛海城市广场购物中心,前海路70号,购物服务;商场;购物中心,060101,113.892722,22.493971,supermarket,,,,False,0.1,True,0755-36368305;0755-36655600,440305,440000,0755,amap
福到来购物中心(三号路),深云路28号,购物服务;商场;购物中心,060101,113.992026,22.554115,supermarket,,,,False,0.1,True,0755-86509960;0755-86509962;15820456915,440305,440000,0755,amap
振业·星海商业广场,前海路3101-90号,购物服务;商场;购物中心,060101,113.913858,22.540691,supermarket,,,,False,0.1,True,0755-86571310,440305,440000,0755,amap
天虹商场(沙河店),白石路168号,购物服务;商场;购物中心,060101,113.968377,22.530806,supermarket,,,,False,0.1,True,0755-86286300,440305,440000,0755,amap
华侨城购物广场,购物中心商业街1-4(华侨城地铁站B口步行290米),购物服务;商场;购物中心|购物服务;综合市场;综合市场,060101|060700,113.982968,22.534864,supermarket,,,,False,0.1,True,[],440305,440000,0755,amap
天虹商场(西丽店),留仙大道1380号,购物服务;商场;购物中心,060101,113.955293,22.581375,supermarket,,,,False,0.1,True,0755-86150810,440305,440000,0755,amap
同乐购物广场,同乐村5号,购物服务;商场;购物中心|购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,060101|060400|060200,113.922954,22.567697,supermarket,,,,False,0.1,True,0755-26986189;13428720733,440305,440000,0755,amap
天利名城购物中心,海德三道195天利中央广场C座,购物服务;商场;购物中心,060101,113.935286,22.518359,supermarket,,,,False,0.1,True,0755-86636999,440305,440000,0755,amap
易站(永顺店),梅林八一路8号海曙凯丰酒店地下一层拐角处商铺(招商银行对面),购物服务;便民商店/便利店;便民商店/便利店,060200,114.061034,22.571455,convenience,,,,False,1.0,True,15814007985,440304,440000,0755,amap
美宜佳(赛格科技园店),华发北路99号赛格科技园101栋1层101J,购物服务;便民商店/便利店;便民商店/便利店,060200,114.088517,22.546988,convenience,,,,False,1.0,True,17324418131;18124593110,440304,440000,0755,amap
中国工商银行(深圳南山支行),南新路2064之1-2,金融保险服务;银行;中国工商银行,160105,113.919101,22.530823,bank,,,,False,0.0,False,0755-26665074;0755-26667014,440305,440000,0755,amap
招商银行(深圳龙岗支行),龙福路5号荣超英隆大厦A座一楼,金融保险服务;银行;招商银行,160109,114.250464,22.725318,bank,,,,False,0.0,False,0755-28920331;0755-28920340,440307,440000,0755,amap
招商银行(深圳光明支行),玉塘街道田寮社区光侨路高科科技园第1栋102-106号,金融保险服务;银行;招商银行,160109,113.91381,22.724583,bank,,,,False,0.0,False,0755-25949786,440311,440000,0755,amap
招商银行(深圳总行大厦营业部),深南大道7088号招商大厦1层,金融保险服务;银行;招商银行,160109,114.022903,22.536731,bank,,,,False,0.0,False,0755-83195282;0755-83195289;95555,440304,440000,0755,amap
招商银行(深圳西乡支行),新湖路海湾明珠花园一期2栋首层西乡地铁站C出口,金融保险服务;银行;招商银行,160109,113.861784,22.575829,bank,,,,False,0.0,False,0755-27808912;0755-88600774,440306,440000,0755,amap
招商银行(深圳沙井支行),中心路100号星河大厦1层,金融保险服务;银行;招商银行,160109,113.829719,22.728547,bank,,,,False,0.0,False,0755-29863866,440306,440000,0755,amap
招商银行(福永支行),福永街道福永意库15栋首层,金融保险服务;银行;招商银行,160109,113.80739,22.67368,bank,,,,False,0.0,False,0755-23720184,440306,440000,0755,amap
招商银行(深圳松岗支行),松岗街道联投东方华府2期1栋142-145,金融保险服务;银行;招商银行,160109,113.856932,22.761485,bank,,,,False,0.0,False,0755-27713287,440306,440000,0755,amap
招商银行(观澜支行),观澜大道泰然玫瑰轩101(观澜老街人行天桥下),金融保险服务;银行;招商银行,160109,114.05764,22.717005,bank,,,,False,0.0,False,0755-21038291;95555,440309,440000,0755,amap
招商银行(深圳华侨城支行),深南大道9015-3号(华侨城地铁站C口步行440米),金融保险服务;银行;招商银行,160109,113.980745,22.533546,bank,,,,False,0.0,False,0755-26609248;0755-26904277;95555,440305,440000,0755,amap
招商银行(深圳龙华支行),人民路4022号壹方天地A区L1-023号,金融保险服务;银行;招商银行,160109,114.027937,22.648108,bank,,,,False,0.0,False,0755-28102130;0755-28103032,440309,440000,0755,amap
招商银行(深圳布吉支行),布吉街道百鸽路270号(布吉地铁站D1口步行290米),金融保险服务;银行;招商银行,160109,114.122057,22.598321,bank,,,,False,0.0,False,0755-28579363;0755-28579370,440307,440000,0755,amap
招商银行(深圳坪山大道支行),马峦街道坪山大道2012号果园贝鼎盛大厦一楼13-14、25-26号,金融保险服务;银行;招商银行,160109,114.334954,22.680153,bank,,,,False,0.0,False,0755-82096757,440310,440000,0755,amap
招商银行(深圳龙城支行),黄阁路龙岗天安数码创业园2号厂房102-202单元,金融保险服务;银行;招商银行,160109,114.217581,22.72322,bank,,,,False,0.0,False,0755-28452261,440307,440000,0755,amap
招商银行(深圳分行营业部),深南大道2016号招商银行深圳分行大厦首层,金融保险服务;银行;招商银行,160109,114.052628,22.541382,bank,,,,False,0.0,False,0755-88025100;0755-88025280,440304,440000,0755,amap
北京银行(深圳分行营业部),深南大道9668号万象天地OLE(高新园地铁站A口东步行220米),金融保险服务;银行;北京银行,160119,113.956105,22.541037,bank,,,,False,0.0,False,0755-81205001,440305,440000,0755,amap
中国银行(桃源居支行),西乡街道广深公路东侧世外桃源19栋105、106、206,金融保险服务;银行;中国银行,160104,113.860394,22.615271,bank,,,,False,0.0,False,0755-22337026,440306,440000,0755,amap
招商银行(深圳宝安支行),宝民一路74广场大厦1层,金融保险服务;银行;招商银行,160109,113.901187,22.56316,bank,,,,False,0.0,False,0755-27875081;0755-27875086,440306,440000,0755,amap
中国工商银行(深圳市分行营业部),粤海街道海德三道1255号深圳工商银行大厦一楼三楼,金融保险服务;银行;中国工商银行,160105,113.943876,22.517698,bank,,,,False,0.0,False,0755-25930106;0755-82274402,440305,440000,0755,amap
招商银行(深圳新安支行),罗田路幸福海岸10栋,金融保险服务;银行;招商银行,160109,113.878859,22.558461,bank,,,,False,0.0,False,0755-27442433,440306,440000,0755,amap
招商银行(深圳西丽支行),沙河西路与留仙大道交叉口西北150米,金融保险服务;银行;招商银行,160109,113.953385,22.581119,bank,,,,False,0.0,False,0755-82805106,440305,440000,0755,amap
招商银行(天安云谷支行),坂田街道天安云谷产业园1期1栋半地下B01、B02、B03-2单元,金融保险服务;银行;招商银行,160109,114.067705,22.658929,bank,,,,False,0.0,False,0755-82373312,440307,440000,0755,amap
中国工商银行(深圳凤凰城支行),高新科技园科联路与同仁路交汇处科润大厦1层08号,金融保险服务;银行;中国工商银行,160105,113.914653,22.726312,bank,,,,False,0.0,False,95588,440311,440000,0755,amap
招商银行(深圳罗湖支行),"人民南路3005号深房广场1楼,国贸地铁站B口步行100米",金融保险服务;银行;招商银行,160109,114.118257,22.540931,bank,,,,False,0.0,False,0755-82184978;0755-95555,440303,440000,0755,amap
招商银行(深圳创业支行),新安三路65号宝安勤诚达K+广场F1层(洪浪北A口),金融保险服务;银行;招商银行,160109,113.910481,22.573808,bank,,,,False,0.0,False,0755-27900621,440306,440000,0755,amap
招商银行(深圳红山支行),红山6979商业中心(三期)11栋156-158号,金融保险服务;银行;招商银行,160109,114.025489,22.621829,bank,,,,False,0.0,False,0755-29552615,440309,440000,0755,amap
中国建设银行(深圳西丽支行),桃源街道远洋天著华府二期3栋113-123号,金融保险服务;银行;中国建设银行,160106,113.962252,22.584602,bank,,,,False,0.0,False,0755-86155071;0755-86155074,440305,440000,0755,amap
招商银行(大浪商业中心社区支行),华旺路大浪商业中心B栋F1层,金融保险服务;银行;招商银行,160109,113.995139,22.674628,bank,,,,False,0.0,False,0755-21049070,440309,440000,0755,amap
微众银行(深圳湾科技生态园店),沙河西路1819号深圳湾科技生态园7栋,金融保险服务;银行;银行,160100,113.954136,22.529837,bank,,,,False,0.0,False,95384,440305,440000,0755,amap
招商银行(坂田支行),坂田街道华为工业区南侧新天下(神舟)工业厂区百瑞达大厦1层129号,金融保险服务;银行;招商银行,160109,114.065839,22.644546,bank,,,,False,0.0,False,0755-89982072,440307,440000,0755,amap
中国银行(深圳招商路支行),招商路与公园北路交汇处花果山商厦一楼109、110号铺和二楼整层,金融保险服务;银行;中国银行,160104,113.925124,22.490611,bank,,,,False,0.0,False,[],440305,440000,0755,amap
招商银行(深圳龙胜支行),民塘路与建设东路交叉处尚峻花园一期1层商铺,金融保险服务;银行;招商银行,160109,114.012926,22.640573,bank,,,,False,0.0,False,0755-82096806,440309,440000,0755,amap
招商银行(深圳坂雪岗支行),坂田吉华路和五和大道交汇处嘉御豪园1栋首层,金融保险服务;自动提款机;招商银行ATM|金融保险服务;银行;招商银行,160306|160109,114.058709,22.634282,bank,,,,False,0.0,False,0755-28357323,440307,440000,0755,amap
中国工商银行(蛇口支行),招商路173-177号(水湾地铁站C口步行390米),金融保险服务;银行;中国工商银行,160105,113.922464,22.489961,bank,,,,False,0.0,False,0755-26679777,440305,440000,0755,amap
招商银行(深圳北站支行),民治街道民塘路东侧鸿荣源北站商业中心A栋101、107、132、133、207,金融保险服务;银行;招商银行,160109,114.030762,22.61727,bank,,,,False,0.0,False,0755-82987760,440309,440000,0755,amap
平安银行(深圳鹭湖支行),观澜街道环观南路招商观园24栋101、201,金融保险服务;银行;平安银行,160117,114.063633,22.690269,bank,,,,False,0.0,False,0755-28182919,440309,440000,0755,amap
中国工商银行(深圳西丽支行),沙河西路鼎新大厦西座1-2层(西丽地铁站F口旁),金融保险服务;银行;中国工商银行,160105,113.953081,22.581128,bank,,,,False,0.0,False,0755-26426724,440305,440000,0755,amap
中国银行(南头支行),海德三道199号天利中央广场A座F1层,金融保险服务;银行;中国银行,160104,113.933608,22.518885,bank,,,,False,0.0,False,0755-22338256,440305,440000,0755,amap
中国银行(西丽鼎新大厦支行),留仙大道2002-3号(西丽地铁站E口步行140米),金融保险服务;银行;中国银行,160104,113.953809,22.581138,bank,,,,False,0.0,False,0755-22336743,440305,440000,0755,amap
招商银行(深圳前海分行营业部),梦海大道卓越前海壹号9B,金融保险服务;银行;招商银行,160109,113.901075,22.528975,bank,,,,False,0.0,False,0755-26891186,440305,440000,0755,amap
招商银行(高新园科创支行),高新南七路16号德维森大厦1层,金融保险服务;银行;招商银行,160109,113.946611,22.534143,bank,,,,False,0.0,False,0755-86187681,440305,440000,0755,amap
汇丰银行(深圳湾支行),中国华润大厦(春笋)45楼,金融保险服务;银行;汇丰银行,160126,113.946491,22.51485,bank,,,,False,0.0,False,0755-25888601,440305,440000,0755,amap
招商银行(深圳中心区支行),金田路与福华路交汇处现代商务大厦1A,金融保险服务;银行;招商银行,160109,114.063589,22.534091,bank,,,,False,0.0,False,0755-83664230,440304,440000,0755,amap
深圳市卓翼科技股份有限公司,塘下涌工业大道西丽平山民企科技工业园5栋卓翼科技大厦,公司企业;工厂;工厂|公司企业;公司;公司,170300|170200,113.84183,22.818964,atm,,,,False,1.0,True,0755-26997888,440306,440000,0755,amap
深圳水务集团南山水质净化厂,月亮湾大道2403号,公司企业;工厂;工厂,170300,113.900932,22.512479,atm,,,,False,1.0,True,0755-26489907,440305,440000,0755,amap
价值工厂,海湾路8号蛇口价值工厂,公司企业;工厂;工厂,170300,113.895679,22.467573,atm,,,,False,1.0,True,0755-21606666,440305,440000,0755,amap
触想智能,西丽阳光工业区新健兴工业区四栋,公司企业;工厂;工厂,170300,113.936314,22.634055,atm,,,,False,1.0,True,13544196567,440305,440000,0755,amap
百旺创意工厂,松白路1051号,公司企业;工厂;工厂|商务住宅;产业园区;产业园区,170300|120100,113.933842,22.630305,atm,,,,False,1.0,True,[],440305,440000,0755,amap
深圳市富春晖科技园,岭北六路,公司企业;公司;公司|公司企业;工厂;工厂,170200|170300,113.840901,22.700911,atm,,,,False,1.0,True,[],440306,440000,0755,amap
深圳前湾燃机电厂,妈湾大道1087号,公司企业;工厂;工厂,170300,113.868705,22.509518,atm,,,,False,1.0,True,0755-86236200,440305,440000,0755,amap
深圳轩然全屋定制工厂,西丽大磡科技园二期C栋203,公司企业;工厂;工厂,170300,113.977149,22.615948,atm,,,,False,1.0,True,13662821076,440305,440000,0755,amap
锦文后亭科技园,后亭第二工业区86号(后亭地铁站A口步行490米),公司企业;工厂;工厂|商务住宅;产业园区;产业园区,170300|120100,113.82578,22.757268,atm,,,,False,1.0,True,[],440306,440000,0755,amap
腾鑫精密保安室旁丰巢柜,沙井马安山蓝天科技园,公司企业;工厂;工厂|公司企业;公司;公司,170300|170200,113.793394,22.743555,atm,,,,False,1.0,True,0755-27082252,440306,440000,0755,amap
森海包装纸箱珍珠棉厂,西丽街道大勘村沁园路15号(森海包装),公司企业;公司;公司|公司企业;工厂;工厂,170200|170300,113.980317,22.621208,atm,,,,False,1.0,True,0755-26527473;18676666372;4008879161,440305,440000,0755,amap
深圳市盛仕达电子有限公司,坑梓街道梓兴路105号全顺祥科技园L9栋,公司企业;工厂;工厂,170300,114.373016,22.742281,atm,,,,False,1.0,True,0755-27975016,440310,440000,0755,amap
信维厂三厂,沙井镇南环路539号闳晖科技园区,公司企业;工厂;工厂,170300,113.796848,22.715373,atm,,,,False,1.0,True,13410445884,440306,440000,0755,amap
招商银行大厦2(公交站),(停运)高快巴士31号;222路;324路;326路;M413路;N4路;P1013路;P1017路;P130路;P150路;P152路;P158路;P183A路;P183路;P407路;P40路;P478路;高峰专线18路;高峰专线221号;高快巴士47路;高快巴士60路,交通设施服务;公交车站;公交车站相关,150700,114.024331,22.536199,bus_stop,,,,False,1.0,True,[],440304,440000,0755,amap
招商银行大厦1(公交站),(停运)P475路;(停运)高快巴士31号;21路;222路;223路;M102路;M134路;M448路;N4路;P386路;P432路;P4路;P544路;P657路;P781路;深业山水东城-罗湖/福田;高峰专线101号;高峰专线119路;高峰专线47路,交通设施服务;公交车站;公交车站相关,150700,114.02562,22.535908,bus_stop,,,,False,1.0,True,[],440304,440000,0755,amap
华强北(地铁站),2号线(8号线);7号线/西丽线,交通设施服务;地铁站;地铁站,150500,114.085413,22.544441,subway,,,,False,1.0,True,[],440304,440000,0755,amap
车公庙(地铁站),11号线/机场线;1号线/罗宝线;7号线/西丽线;9号线/梅林线,交通设施服务;地铁站;地铁站,150500,114.02583,22.536247,subway,,,,False,1.0,True,[],440304,440000,0755,amap
前海湾(地铁站),11号线/机场线;1号线/罗宝线;5号线/环中线,交通设施服务;地铁站;地铁站,150500,113.897933,22.537335,subway,,,,False,1.0,True,[],440305,440000,0755,amap
南山(地铁站),11号线/机场线;12号线/南宝线,交通设施服务;地铁站;地铁站,150500,113.923483,22.524037,subway,,,,False,1.0,True,[],440305,440000,0755,amap
后海(地铁站),11号线/机场线;13号线/石岩线;2号线(8号线),交通设施服务;地铁站;地铁站,150500,113.943503,22.518172,subway,,,,False,1.0,True,[],440305,440000,0755,amap
西丽(地铁站),(在建)27号线;5号线/环中线;7号线/西丽线,交通设施服务;地铁站;地铁站,150500,113.954396,22.580677,subway,,,,False,1.0,True,[],440305,440000,0755,amap
深大(地铁站),(在建)20号线二期;13号线/石岩线;1号线/罗宝线,交通设施服务;地铁站;地铁站,150500,113.944173,22.538667,subway,,,,False,1.0,True,[],440305,440000,0755,amap
高新园(地铁站),(在建)20号线二期;1号线/罗宝线,交通设施服务;地铁站;地铁站,150500,113.953842,22.540236,subway,,,,False,1.0,True,[],440305,440000,0755,amap
深圳湾公园(地铁站),9号线/梅林线,交通设施服务;地铁站;地铁站,150500,113.993114,22.521591,subway,,,,False,1.0,True,[],440305,440000,0755,amap
留仙洞(地铁站),13号线/石岩线;5号线/环中线,交通设施服务;地铁站;地铁站,150500,113.943543,22.580534,subway,,,,False,1.0,True,[],440305,440000,0755,amap
南油(地铁站),12号线/南宝线;9号线/梅林线,交通设施服务;地铁站;地铁站,150500,113.925797,22.510346,subway,,,,False,1.0,True,[],440305,440000,0755,amap
上沙(地铁站),(在建)22号线/中轴线;7号线/西丽线,交通设施服务;地铁站;地铁站,150500,114.035504,22.524612,subway,,,,False,1.0,True,[],440304,440000,0755,amap
沙尾(地铁站),7号线/西丽线,交通设施服务;地铁站;地铁站,150500,114.042579,22.520798,subway,,,,False,1.0,True,[],440304,440000,0755,amap
